Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,strong_positive_count,strong_negative_count,weak_positive_count,weak_negative_count,total_positive_score,total_negative_score,sentiment_score,sentiment_ratio,has_strong_positive,has_strong_negative,has_percent,has_dollar,has_number,has_action,predicted_from_headline,headline_sentiment_match,Index_Change_Percent_num,index_sentiment_match,Trading_Volume_num,log_volume,headline_length,word_count,avg_word_length,is_positive_change,is_negative_change,abs_change,change_magnitude
2025-03-25,manufacturing pmi data signals economic expansion,Forbes,Unemployment Rate Announcement,CAC 40,1.95,359.84,positive,Materials,Medium,Reliance Industries,https://www.reuters.com/markets/indices/nikkei-225,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,1.95,True,359.84,5.888434646788438,49,6,7.333333333333333,1,0,1.95,1.0
2025-04-22,financial sector bracing for new capital requirements,Financial Times,Unemployment Rate Announcement,IBOVESPA,-0.09,9.92,negative,Automotive,High,Samsung Electronics,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,financial sector bracing for new capital requirements,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.09,True,9.92,2.390595970316759,53,7,6.714285714285714,0,1,0.09,0.0
2025-03-01,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Economic Data Release,CAC 40,2.43,158.15,positive,Telecommunications,Medium,ExxonMobil,https://www.theeconomist.com/world/government-policy-announcement,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,2.43,True,158.15,5.069847153728102,62,7,8.0,1,0,2.43,1.0
2025-08-06,unexpected rise in unemployment fuels market pessimism,The Economist,Commodity Price Shock,Nikkei 225,1.42,176.99,positive,Real Estate,Medium,Reliance Industries,https://www.moneycontrol.com/us-markets/dow-jones-industrial,unexpected rise in unemployment fuels market pessimism,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,1.42,True,176.99,5.181727368938661,54,7,6.857142857142857,1,0,1.42,1.0
2025-05-07,central bank s dovish tone hints at future rate cuts,Forbes,Market Rally,ASX 200,-3.65,397.78,negative,Utilities,Low,ExxonMobil,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.65,True,397.78,5.988409886378753,52,10,4.3,0,1,3.65,2.0
2025-02-03,semiconductor shortages weigh heavily on tech sector profits,CNBC,Government Policy Announcement,CAC 40,0.21,151.51,positive,Media & Entertainment,Medium,Boeing,https://www.reuters.com/markets/stocks/tech-rally,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.21,True,151.51,5.027230167668092,60,8,6.625,1,0,0.21,0.0
2025-07-05,new ipo for a popular software firm is oversubscribed,Forbes,Consumer Confidence Report,Nasdaq Composite,-3.76,76.61,negative,Construction,Medium,Reliance Industries,https://www.marketwatch.com/story/commodities-price-shock,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.76,True,76.61,4.351696284866048,53,9,5.0,0,1,3.76,2.0
2025-07-25,retail sales report surpasses all forecasts,Reuters,Interest Rate Change,Euro Stoxx 50,-4.73,256.83,negative,Energy,High,Apple Inc.,https://www.theeconomist.com/finance-and-economics/trade-tariffs,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-4.73,True,256.83,5.552300453013218,43,6,6.333333333333333,0,1,4.73,2.0
2025-03-16,gold prices surge as investors flee riskier assets,The Hindu Business Line,Corporate Earnings Report,S&P/TSX Composite,2.7,186.43,positive,Retail,Medium,ExxonMobil,https://www.reuters.com/markets/indices/nikkei-225,gold prices surge as investors flee riskier assets,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,2.7,True,186.43,5.233405442370894,50,8,5.375,1,0,2.7,1.0
2025-08-06,consumer confidence index reaches a decade high,MarketWatch,Economic Data Release,CAC 40,2.46,358.46,positive,Media & Entertainment,High,ExxonMobil,https://www.moneycontrol.com/us-markets/nasdaq-composite,consumer confidence index reaches a decade high,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,2.46,True,358.46,5.884602905323889,47,7,5.857142857142857,1,0,2.46,1.0
2025-02-23,utilities sector remains stable during market fluctuations,Reuters,Consumer Confidence Report,Shanghai Composite,0.68,430.97,positive,Healthcare,Low,ExxonMobil,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.68,True,430.97,6.068356141388289,58,7,7.428571428571429,1,0,0.68,0.0
2025-03-03,new housing data release shows a slowdown in market activity,Financial Times,Supply Chain Disruption,Hang Seng,-4.49,228.27,negative,Transportation,Low,ExxonMobil,https://www.ft.com/content/geopolitical-summit,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-4.49,True,228.27,5.434900348334571,60,10,5.1,0,1,4.49,2.0
2025-04-22,consumer discretionary stocks outperform as spending increases,Seeking Alpha,Inflation Data Release,Shanghai Composite,-1.8,280.11,negative,Consumer Goods,Low,Reliance Industries,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-1.8,True,280.11,5.638746051808365,62,7,8.0,0,1,1.8,1.0
2025-02-20,new regulations on cryptocurrencies cause a market dip,Wall Street Journal,Unemployment Rate Announcement,Dow Jones,1.16,488.06,negative,Technology,Low,Goldman Sachs,https://www.investopedia.com/articles/supply-chain-disruption,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,1.16,False,488.06,6.192485181334421,54,8,5.875,1,0,1.16,1.0
2025-03-16,e-commerce earnings report beats all analyst expectations,The Economist,Unemployment Rate Announcement,ASX 200,1.57,3.16,positive,Finance,High,ExxonMobil,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,1.57,True,3.16,1.425515074273172,57,7,7.285714285714286,1,0,1.57,1.0
2025-05-10,healthcare stocks gain on robust demand and strong outlook,Forbes,Cryptocurrency Regulation,Euro Stoxx 50,2.36,404.0,positive,Energy,High,Reliance Industries,https://www.ft.com/content/media-entertainment-merger,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,2.36,True,404.0,6.003887067106539,58,9,5.555555555555555,1,0,2.36,1.0
2025-08-13,banking stocks dip after a major scandal is revealed,The Economist,Government Policy Announcement,Shanghai Composite,-1.7,195.69,negative,Industrials,Medium,JP Morgan Chase,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,True,-1.7,True,195.69,5.281628885261801,52,9,4.888888888888889,0,1,1.7,1.0
2025-03-30,e-commerce earnings report beats all analyst expectations,The Hindu Business Line,IPO Launch,Dow Jones,-1.19,259.6,negative,Agriculture,High,JP Morgan Chase,https://economictimes.indiatimes.com/industry/industrials,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-1.19,True,259.6,5.562986664690745,57,7,7.285714285714286,0,1,1.19,1.0
2025-03-23,banking stocks dip after a major scandal is revealed,Wall Street Journal,IPO Launch,NSE Nifty,4.59,155.71,positive,Aerospace & Defense,Low,Tata Motors,https://www.cnbc.com/2025/12/healthcare-sector-outlook,banking stocks dip after a major scandal is revealed,0,1,0,1,0,3,-3,0.0,0,1,0,0,0,0,negative,False,4.59,True,155.71,5.054396963535125,52,9,4.888888888888889,1,0,4.59,2.0
2025-03-06,"global trade talks collapse, causing market turmoil",The Motley Fool,Trade Tariffs Announcement,DAX,4.26,259.79,positive,Agriculture,High,Goldman Sachs,https://www.reuters.com/markets/indices/ftse-100,global trade talks collapse causing market turmoil,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.26,True,259.79,5.563715485759083,50,7,6.285714285714286,1,0,4.26,2.0
2025-02-27,dow jones plunges as market fears recession,Forbes,IPO Launch,TSX,0.23,337.73,positive,Technology,Low,Boeing,,dow jones plunges as market fears recession,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.23,True,337.73,5.825203329860541,43,7,5.285714285714286,1,0,0.23,0.0
2025-04-17,major oil spill sends energy stocks plummeting,The Economist,Supply Chain Disruption,Russell 2000,0.58,202.92,positive,Construction,Medium,Microsoft,https://timesofindia.indiatimes.com/business/corporate-governance,major oil spill sends energy stocks plummeting,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.58,True,202.92,5.31772776006786,46,7,5.714285714285714,1,0,0.58,0.0
2025-02-28,new housing data release shows a slowdown in market activity,Wall Street Journal,Trade Tariffs Announcement,KOSPI,1.98,154.54,negative,Agriculture,Low,Microsoft,https://www.ft.com/content/tech-sector-innovation,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,1.98,False,154.54,5.046902933266797,60,10,5.1,1,0,1.98,1.0
2025-06-23,government spending bill is expected to stimulate the economy,Seeking Alpha,IPO Launch,DAX,2.33,249.28,positive,Materials,Low,Goldman Sachs,https://www.moneycontrol.com/us-markets/nasdaq-composite,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,2.33,True,249.28,5.522580291130163,61,9,5.888888888888889,1,0,2.33,1.0
2025-04-29,central bank governor signals potential shift in policy,Business Standard,Regulatory Changes,BSE Sensex,4.6,177.54,positive,Healthcare,Low,Tesla,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,central bank governor signals potential shift in policy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,4.6,True,177.54,5.184812665751216,55,8,6.0,1,0,4.6,2.0
2025-07-24,manufacturing pmi data signals economic expansion,Forbes,Central Bank Meeting,Euro Stoxx 50,-3.44,103.19,positive,Technology,High,ExxonMobil,https://www.business-standard.com/international-business/trade-policy,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-3.44,False,103.19,4.646216155424092,49,6,7.333333333333333,0,1,3.44,2.0
2025-02-23,bond yields tumble as investors seek safe havens,Investopedia,Central Bank Meeting,Nikkei 225,-0.72,179.98,negative,Energy,Low,Apple Inc.,https://www.wsj.com/japan/economic-data-release,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-0.72,True,179.98,5.198386527922987,48,8,5.125,0,1,0.72,0.0
2025-03-25,unexpected rise in unemployment fuels market pessimism,Times of India,Corporate Earnings Report,CAC 40,1.12,14.41,positive,Aerospace & Defense,High,Goldman Sachs,https://www.marketwatch.com/story/consumer-goods-report,unexpected rise in unemployment fuels market pessimism,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,1.12,True,14.41,2.7350166493320245,54,7,6.857142857142857,1,0,1.12,1.0
2025-05-10,record-high inflation data rattles investors,Barron's,Currency Devaluation,S&P/TSX Composite,-3.45,290.53,negative,Industrials,High,ExxonMobil,https://economictimes.indiatimes.com/industry/industrials,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.45,True,290.53,5.675142916447037,44,5,8.0,0,1,3.45,2.0
2025-07-04,uk s ftse 100 sees a boost from favorable trade data,Wall Street Journal,Consumer Confidence Report,Shanghai Composite,-0.41,259.78,negative,Healthcare,High,ExxonMobil,,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,False,-0.41,True,259.78,5.563677139995326,52,11,3.8181818181818183,0,1,0.41,0.0
2025-07-22,bond yields tumble as investors seek safe havens,Barron's,Stock Market Crash,Nasdaq Composite,-3.46,30.82,negative,Healthcare,Medium,Apple Inc.,https://www.reuters.com/markets/indices/nikkei-225,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-3.46,True,30.82,3.4600950229096408,48,8,5.125,0,1,3.46,2.0
2025-03-03,supply chain issues impact manufacturing sector earnings,Yahoo Finance,Interest Rate Change,S&P/TSX Composite,0.8,181.2,positive,Transportation,Low,JP Morgan Chase,https://www.cnbc.com/2025/12/healthcare-sector-outlook,supply chain issues impact manufacturing sector earnings,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.8,True,181.2,5.205104984825858,56,7,7.142857142857143,1,0,0.8,0.0
2025-05-12,major technology firm acquires a smaller rival in a multi-billion dollar deal,Mint,Unemployment Rate Announcement,DAX,-2.37,225.22,negative,Retail,Low,Goldman Sachs,https://www.marketwatch.com/story/consumer-goods-report,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,-2.37,True,225.22,5.421507977103235,77,12,5.5,0,1,2.37,1.0
2025-04-29,record-high inflation data rattles investors,Mint,Corporate Earnings Report,KOSPI,0.14,198.32,positive,Energy,High,Apple Inc.,https://www.marketwatch.com/story/consumer-goods-report,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.14,True,198.32,5.294911573413204,44,5,8.0,1,0,0.14,0.0
2025-03-18,financial services stocks rally on strong profit margins,Wall Street Journal,Consumer Confidence Report,CAC 40,3.13,373.73,positive,Retail,Low,Samsung Electronics,https://www.wsj.com/europe/dax-performance,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,3.13,True,373.73,5.926205766645928,56,8,6.125,1,0,3.13,2.0
2025-05-24,central bank maintains status quo on interest rates,CNBC,Bond Market Fluctuation,Russell 2000,-2.36,154.91,negative,Healthcare,Medium,Boeing,,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.36,True,154.91,5.0492789176884605,51,8,5.5,0,1,2.36,1.0
2025-02-19,gold prices surge as investors flee riskier assets,MarketWatch,Commodity Price Shock,Dow Jones,4.22,309.02,positive,Utilities,High,Microsoft,https://www.wsj.com/china/market-rally,gold prices surge as investors flee riskier assets,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,4.22,True,309.02,5.736636811527148,50,8,5.375,1,0,4.22,2.0
2025-02-07,real estate sector shows signs of overheating as interest rates fall,The Economist,Market Rally,Russell 2000,-3.57,67.76,negative,Media & Entertainment,High,JP Morgan Chase,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-3.57,True,67.76,4.230622180514649,68,11,5.2727272727272725,0,1,3.57,2.0
2025-05-01,uk s ftse 100 sees a boost from favorable trade data,Wall Street Journal,Trade Tariffs Announcement,TSX,-4.4,276.09,negative,Materials,High,Goldman Sachs,https://www.investopedia.com/articles/government-policy-announcement,uk s ftse 100 sees a boost from favorable trade data,0,0,2,0,2,0,2,2.0,0,0,0,0,1,0,positive,False,-4.4,True,276.09,5.6243423631628895,52,11,3.8181818181818183,0,1,4.4,2.0
2025-06-19,government spending bill is expected to stimulate the economy,Forbes,Geopolitical Event,BSE Sensex,-4.38,329.1,negative,Real Estate,Low,Goldman Sachs,https://timesofindia.indiatimes.com/business/agriculture-sector,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.38,True,329.1,5.799395638859147,61,9,5.888888888888889,0,1,4.38,2.0
2025-05-11,bond yields tumble as investors seek safe havens,Financial Times,Bond Market Fluctuation,Russell 2000,-1.27,460.59,negative,Media & Entertainment,Low,Tesla,https://www.reuters.com/markets/indices/ftse-100,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-1.27,True,460.59,6.134677051181064,48,8,5.125,0,1,1.27,1.0
2025-07-12,geopolitical ceasefire prompts a broad market recovery,MarketWatch,Government Policy Announcement,S&P 500,-0.29,108.83,positive,Healthcare,High,Apple Inc.,https://www.wsj.com/europe/dax-performance,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.29,False,108.83,4.698933715800255,54,7,6.857142857142857,0,1,0.29,0.0
2025-07-27,"global trade talks collapse, causing market turmoil",Seeking Alpha,Supply Chain Disruption,KOSPI,-1.71,204.81,negative,Pharmaceuticals,Low,ExxonMobil,https://www.business-standard.com/finance/corporate-earnings,global trade talks collapse causing market turmoil,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.71,True,204.81,5.326953413084369,50,7,6.285714285714286,0,1,1.71,1.0
2025-06-15,consumer discretionary stocks outperform as spending increases,Barron's,Commodity Price Shock,S&P/TSX Composite,4.3,185.41,positive,Utilities,Medium,Samsung Electronics,https://www.marketwatch.com/story/commodities-price-shock,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,4.3,True,185.41,5.227948548881154,62,7,8.0,1,0,4.3,2.0
2025-04-14,real estate sector shows signs of overheating as interest rates fall,The Motley Fool,Interest Rate Change,Nikkei 225,0.75,233.91,positive,Industrials,Low,Tata Motors,https://www.bloomberg.com/asia/telecommunications-news,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,0.75,True,233.91,5.459202462065674,68,11,5.2727272727272725,1,0,0.75,0.0
2025-06-12,gold prices surge as investors flee riskier assets,The Economist,Corporate Earnings Report,Hang Seng,-4.87,157.45,negative,Transportation,High,Samsung Electronics,https://economictimes.indiatimes.com/industry/industrials,gold prices surge as investors flee riskier assets,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-4.87,True,157.45,5.06543908613693,50,8,5.375,0,1,4.87,2.0
2025-08-12,"global trade talks collapse, causing market turmoil",Reuters,Stock Market Crash,NSE Nifty,-0.4,423.33,negative,Energy,Medium,JP Morgan Chase,https://www.cnbc.com/2025/10/real-estate-market-analysis,global trade talks collapse causing market turmoil,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.4,True,423.33,6.050511454398898,50,7,6.285714285714286,0,1,0.4,0.0
2025-03-18,aerospace and defense sector sees rally amid geopolitical tensions,Seeking Alpha,Interest Rate Change,NSE Nifty,-3.45,448.79,negative,Telecommunications,Medium,JP Morgan Chase,https://www.business-standard.com/economy/trade-disputes-impact,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-3.45,True,448.79,6.108780807174922,66,9,6.444444444444445,0,1,3.45,2.0
